question;answer;score;key;title
What are challenges of a 'Digital Twin'?;risking the model accuracy;0.5765;I3EWRW6A;Methodology for enabling Digital Twin using advanced physics-based modelling in predictive maintenance
What are challenges of a 'Digital Twin'?;status monitoring and machining process optimization;0.575;CUQ69GCK;Real-time machining data application and service based on IMT digital twin
What are challenges of a 'Digital Twin'?;Vision Impairment of the worker;0.5742;5DQL3TQL;A Digital Twin-Based Multi-modal UI Adaptation Framework for Assistance Systems in Industry 4.0
What are challenges of a 'Digital Twin'?;achieving a balance between factors and constraints;0.5736;TI2DTRRX;Towards the development of a Digital Twin: A comparative study of 3D data acquisition methods for mechanical and electrical assets
What are challenges of a 'Digital Twin'?;feedback from product operation and maintenance to product design;0.5733;RUURCQL7;Digital Twin Technology
What are challenges of a 'Digital Twin'?;smart factories are advancing in technology to increase production and to be more efficient;0.5723;ET8SA7T8;Towards a Digital Twin for Cloud Manufacturing: Case Study
What are challenges of a 'Digital Twin'?;establishing relationships between projections by detecting shared data flows;0.5673;2FRVPYSY;A Method for Digital Twin Generation Based on the Aggregation of Information Objects
What are challenges of a 'Digital Twin'?;artificial intelligent algorithms and multi-criteria decision-making techniques;0.5669;X5Z5QL7P;Digital Twin-Based Smart Manufacturing System for Project-Based Organizations: A Conceptual Framework
What are challenges of a 'Digital Twin'?;system dynamics modeling;0.566;AJZ7RUVE;The Digital (Mission) Twin: an Integrating Concept for Future Adaptive Cyber-Physical-Human Systems
What are challenges of a 'Digital Twin'?;Environment, interfaces and intelligence;0.5627;ES66PGSU;A digital twin to train deep reinforcement learning agent for smart manufacturing plants: Environment, interfaces and intelligence
What are challenges of a 'Digital Twin'?;helped staff to predict the remaining useful life of spacecraft;0.5621;RQERGPUU;A Product Quality Monitor Model With the Digital Twin Model and the Stacked Auto Encoder
What are challenges of a 'Digital Twin'?;social inequality and housing crisis;0.5621;6C4XWIF3;Developing a City-Level Digital Twin Propositions and a Case Study
What are challenges of a 'Digital Twin'?;it does not get tired or become stagnant;0.5621;VPEKAMLS;The digital twin technology and its role in manufacturing
What are challenges of a 'Digital Twin'?;to strike each square millimeter with the ray;0.562;GXT2A3AD;ADVANTAGES OF A DIGITAL TWIN - BIM 7D - FOR HIGH VOLTAGE SUBSTATION ENGINEERING USING OPTICAL SYMBOL RECOGNITION TECHNOLOGY
What are challenges of a 'Digital Twin'?;lowering maintenance costs and increasing reliability and safety of aircraft;0.5607;CNY9MJLE;Towards a Digital Twin for Mitigating Void Formation in Autoclave Composite Parts
What are challenges of a 'Digital Twin'?;contain the manufacturing information;0.5603;HSMDQBUG;Design and implementation of a digital twin application for a connected micro smart factory
What are challenges of a 'Digital Twin'?;they only capture relevant interdependencies between subsystems;0.5586;L9NUUHHD;WoT Graph as Multiscale Digital-Twin for Cyber-Physical Systems-of-Systems
What are challenges of a 'Digital Twin'?;food security and sustainability;0.5585;7NZE83PR;Digital Twin Technology for Aquaponics: Towards Optimizing Food Production with Dynamic Data Driven Application Systems
What are challenges of a 'Digital Twin'?;costs and scheduling;0.5563;3GYQ5VAC;Demonstration of an Industrial Framework for an Implementation of a Process Digital Twin
What are challenges of a 'Digital Twin'?;security and energy consumption minimization;0.5539;9PXQJMIN;Modeling of Cyber-Physical Systems and Digital Twin Based on Edge Computing, Fog Computing and Cloud Computing Towards Smart Manufacturing
What are challenges of a 'Digital Twin'?;increasing the overall operational efficiency of seismic vessels through digitisation and automation;0.5534;7EH2EZMB;Seismic RTDT: Real-Time Digital Twin for Boosting Performance of Seismic Operations
What are challenges of a 'Digital Twin'?;To limit computational load and bandwidth consumption;0.5522;QYNHTZ68;Realization of the 5-Axis Machine Tool Digital Twin Using Direct Servo Control from CAM
What are challenges of a 'Digital Twin'?;change and process improvement;0.5519;APJ4X26H;CONCEPTION OF A DIGITAL TWIN IN MECHANICAL ENGINEERING – A CASE STUDY IN TECHNICAL PRODUCT DEVELOPMENT
What are challenges of a 'Digital Twin'?;The DTS could obtain a balance of the configuration cost and theoretical operation cost;0.5511;UMRRU8HK;Digital twin-based designing of the configuration, motion, control, and optimization model of a flow-type smart manufacturing system
What are challenges of a 'Digital Twin'?;living together;0.5477;76JJWD29;Human Digital Twin for Fitness Management
What are challenges of a 'Digital Twin'?;costs reducing in conditions of high variety low volume machine-building production;0.5477;57AV5YLB;Application of the Digital Twin Concept to Solve the Monitoring Task of Machine-Building Technological Process
What are challenges of a 'Digital Twin'?;Developing optimal designs both for controllers and electrical machines;0.5476;L2Y2793A;Digital Twin Real-Time FPGA Implementation for Light Electric Vehicle Propulsion System Using EMR Organization
What are challenges of a 'Digital Twin'?;information visibility and traceability;0.5475;Y8S9ARI5;Digital twin-enabled Graduation Intelligent Manufacturing System for fixed-position assembly islands
What are challenges of a 'Digital Twin'?;carbon emission prediction and control methods;0.5438;TNHAMQNA;Digital twin-driven carbon emission prediction and low-carbon control of intelligent manufacturing job-shop
What are challenges of a 'Digital Twin'?;automated analysis and evaluation processes;0.5433;GGKVLFC2;Digital Twin: Research Framework to Support Preventive Conservation Policies
What are challenges of a 'Digital Twin'?;watch only, guided, autonomous) to progressively learn;0.5418;WWBAPYCB;Digital twin and virtual reality: a co-simulation environment for design and assessment of industrial workstations
What are challenges of a 'Digital Twin'?;energy and resource efficiency, increasing productivity, and digital integration of engineering;0.5415;MRTEUZPG;Digital twin: current scenario and a case study on a manufacturing process
What are challenges of a 'Digital Twin'?;more sensitive to multiple fault conditions;0.5413;9IHMR5QM;Data-driven digital twin technology for optimized control in process systems
What are challenges of a 'Digital Twin'?;multiscale and multiphysics modeling, model integration, and computational demands;0.5394;HK8NIWIS;On the Effects of Modeling As-Manufactured Geometry: Toward Digital Twin
What are challenges of a 'Digital Twin'?;urbanization and rising greenhouse gas emissions;0.539;ANUZRYUH;Smart City Digital Twin–Enabled Energy Management: Toward Real-Time Urban Building Energy Benchmarking
What are challenges of a 'Digital Twin'?;forecast seismic wave changes, and the accuracy of the system was verified;0.539;LSIEPK88;Construction of Digital Twin Geotechnical Resistance Model for Liquefaction Risk Evaluation
What are challenges of a 'Digital Twin'?;non-financial interest;0.5389;Q4E78529;Coupled simulation of thermally active building systems to support a digital twin
What are challenges of a 'Digital Twin'?;the need to gain computational results in real-time;0.5377;CKK9P88U;The medical digital twin assisted by Reduced Order Models and Mesh Morphing
What are challenges of a 'Digital Twin'?;higher efficiency, accuracy and economic benefits;0.5336;HT9UK5VY;Implementation of an IoT- and Cloud-based Digital Twin for Real-Time Decision Support in Port Operations
What are challenges of a 'Digital Twin'?;machine learning methods;0.5318;RURY9PLM;Development of digital twin of CNC unit based on machine learning methods.
What are challenges of a 'Digital Twin'?;improved flexibility, scalability and efficiency;0.5316;5PQEURHP;Automatic Generation of a Simulation-Based Digital Twin of an Industrial Process Plant
What are challenges of a 'Digital Twin'?;large amount of heterogeneous data;0.5303;QSNVT36M;Toward the digital twin of additive manufacturing: Integrating thermal simulations, sensing, and analytics to detect process faults
What are challenges of a 'Digital Twin'?;estimates the characteristic outputs precisely in real time;0.5297;SVV52EKF;A Digital Twin Approach for Fault Diagnosis in Distributed Photovoltaic Systems
What are challenges of a 'Digital Twin'?;lack of semantic interoperability between architectures, standards and ontologies;0.5291;8P2594HV;Digital twin for real-time data processing in logistics
What are challenges of a 'Digital Twin'?;unexpected or undesired human interaction with the product itself;0.5284;4EH6FGYK;Micro Manufacturing Unit – Creating Digital Twin Objects with Common Engineering Software
What are challenges of a 'Digital Twin'?;automated decision making;0.5282;UNQE5KVW;A Digital Twin for Automated Root-Cause Search of Production Alarms Based on KPIs Aggregated from IoT
What are challenges of a 'Digital Twin'?;accuracy and adaptiveness in real-time what-if scenarios;0.5266;J3NVSI7T;A molecular dynamics based digital twin for ultrafast laser material removal processes
What are challenges of a 'Digital Twin'?;tracking every single part is logistically difficult and economically not feasible;0.5259;C72KJT6I;A DIGITAL TWIN FOR ROOT CAUSE ANALYSIS AND PRODUCT QUALITY MONITORING
What are challenges of a 'Digital Twin'?;mining and automating decision-support knowledge from the context;0.5215;B5IQC44M;Digital Twin-Driven Cyber-Physical System for Autonomously Controlling of Micro Punching System
What are challenges of a 'Digital Twin'?;different levels of uncertainty in the system;0.5203;JXKXHTDS;Integration of an energy management tool and digital twin for coordination and control of multi-vector smart energy systems
What are challenges of a 'Digital Twin'?;resource the production system to match the demand without overproduction;0.5185;268TA5KB;Representing financial data streams in digital simulations to support data flow design for a future Digital Twin
What are challenges of a 'Digital Twin'?;To  ensure a continuous thread of data through the life of a field;0.5184;JATLBXPV;Digital Twin Through the Life of a Field
What are challenges of a 'Digital Twin'?;various design strategies coupled with a specific business/service model;0.5173;V9E4Q5GY;Digital Twin as a decision-making tool to opt for the most promising Product Design Strategies in a Circular Economy
What are challenges of a 'Digital Twin'?;Reference positions and corresponding velocities;0.5166;3KM6FWRD;Digital Twin-Based Optimization for Ultraprecision Motion Systems With Backlash and Friction
What are challenges of a 'Digital Twin'?;real time adaptation of the model performance;0.5158;XNBLYANT;Digital Twin for Monitoring of Industrial Multi-Effect Evaporation
What are challenges of a 'Digital Twin'?;The scarcity of water;0.5144;IFSZTZEC;Digital Twin Driven Inclusive Manufacturing Using Emerging Technologies
What are challenges of a 'Digital Twin'?;key enablers for smart manufacturing systems;0.5139;Q42RFAV8;A Digital Twin Framework for Performance Monitoring and Anomaly Detection in Fused Deposition Modeling
What are challenges of a 'Digital Twin'?;accuracy is reduced with increased time;0.5125;6FYAT3PD;Reengineering Aircraft Structural Life Prediction Using a Digital Twin
What are challenges of a 'Digital Twin'?;reusing and evaluating process knowledge;0.5096;ELJTYQ98;Digital twin-based process reuse and evaluation approach for smart process planning
What are challenges of a 'Digital Twin'?;the complexity of the system affects the human skill of decision making;0.5091;5AHPCIYX;Modular Fault Ascription and Corrective Maintenance Using a Digital Twin
What are challenges of a 'Digital Twin'?;High temperatures increase the probability of efficiency problems, failures and profit reduction;0.509;LJ6L7JA4;Digital Twin Software for Electrical Machines
What are challenges of a 'Digital Twin'?;to build a more comprehensive digital twin for the satellite’s operation and maintenance;0.509;Q8AVC8K6;A Digital Twin-Based Approach for the Fault Diagnosis and Health Monitoring of a Complex Satellite System
What are challenges of a 'Digital Twin'?;capacity and availability;0.5066;QRWN2WAJ;Manufacturing Blockchain of Things for the Configuration of a Data-and Knowledge-Driven Digital Twin Manufacturing Cell
What are challenges of a 'Digital Twin'?;velocity reversal and higher dynamics with respect to the first;0.5041;ULJHGD2Z;Digital Twin Development of HexaFloat, a 6DoF PKM for HIL Tests
What are challenges of a 'Digital Twin'?;terrain, existing and planned buildings, tree locations, etc.;0.504;4D9PVTKL;The Digital Twin of the City of Zurich for Urban Planning
What are challenges of a 'Digital Twin'?;challenges that do not exist in more controlled environments;0.5034;SIMDFEEZ;Digital Twin Strategies for SoS 4 Challenges and 4 Architecture Setups for Digital Twins of SoS
What are challenges of a 'Digital Twin'?;the estimated and real system reliability can significantly differ;0.5027;VMP5Z23U;Digital Twin for Reliability Analysis During Design and Operation of Mechatronic Systems
What are challenges of a 'Digital Twin'?;making coalition cases integrated across human-infrastructure-technology and succeeding in implementation;0.5021;AXCS2T5I;Devising a Game Theoretic Approach to Enable Smart City Digital Twin Analytics
What are challenges of a 'Digital Twin'?;unpredictable and undesirable emergent behaviors of the complex objects;0.5012;63BVCXH5;Understanding unstructured 3D point clouds for creating digital twin city: An unsupervised hierarchical clustering approach
What are challenges of a 'Digital Twin'?;synchromodality;0.5005;D5SFLAEM;The Digital Twin concept and its role in reducing uncertainty in synchromodal transport
What are challenges of a 'Digital Twin'?;continuous advances in the medical AI applications, simulations, and virtual reality;0.4997;NI4RMT4H;A Survey on Digital Twin: Definitions, Characteristics, Applications, and Design Implications
What are challenges of a 'Digital Twin'?;effective collaboration and integration between industrial devices and their virtual representation;0.4982;3L3DZX6A;Internet of Things Ontology for Digital Twin in Cyber Physical Systems
What are challenges of a 'Digital Twin'?;holds data and information from the whole life cycle of product;0.4972;3NGYQBZ2;Digital Twin Data Modeling with AutomationML and a Communication Methodology for Data Exchange
What are challenges of a 'Digital Twin'?;separation of concerns by developing modular components;0.495;ZD3XGJVM;A Unified Ontology Namespace for Enterprise Integration a Digital Twin Case Study
What are challenges of a 'Digital Twin'?;the automotive industry;0.4941;A4Q5WZSU;Architecture of a Digital Twin for Enabling Digital Services for Battery Systems
What are challenges of a 'Digital Twin'?;information capture, exchange, use and management;0.4915;XLKF9SW5;From BIM Towards Digital Twin: Strategy and Future Development for Smart Asset Management
What are challenges of a 'Digital Twin'?;actual failure conditions and the field visible variables;0.4908;SLPZ9CJ7;The Development and use of a Digital Twin Model for Tire Touchdown Health Monitoring
What are challenges of a 'Digital Twin'?;enhance HMI;0.4889;642NDEKE;Digital twin enhanced human-machine interaction in product lifecycle
What are challenges of a 'Digital Twin'?;can open market opportunities with new products and new revenue streams;0.4881;SMDCRIEG;Toward Digital Twin and Simulation- Driven New Product Development
What are challenges of a 'Digital Twin'?;keeping flexibility and reducing production time and cost;0.4875;59T3FH76;Knowledge-driven digital twin manufacturing cell towards intelligent manufacturing
What are challenges of a 'Digital Twin'?;cannot accurately reflect the multi-physics distributions and track the local problems;0.485;4H28MTEH;Multi-Physics-Resolved Digital Twin of Proton Exchange Membrane Fuel Cells with A Data-Driven Surrogate Model
What are challenges of a 'Digital Twin'?;developing systems that conform with all the standards that the railway uses;0.4845;RIS84EXW;Twin tracks: The drive to create a smart digital model of the UK
What are challenges of a 'Digital Twin'?;the data does not only flow from the system;0.4838;YBFESUE9;Towards a digital twin: a hybrid data-driven and mechanistic digital shadow to forecast the evolution of lignocellulosic fermentation
What are challenges of a 'Digital Twin'?;efficient process preview, dynamic equipment modeling and adaptive device controlling;0.4834;DNCLEY3P;Digital twin-enabled self-evolved optical transceiver using deep reinforcement learning
What are challenges of a 'Digital Twin'?;altering the current nature of decision making under risk;0.4816;HCJ5IFB7;Approach to the Development and Application of a Digital Thread / Digital Twin Authoritative Truth Source
What are challenges of a 'Digital Twin'?;realizing further modelling consistency and accuracy according to experiment;0.481;SFM4YFNK;Digital twin for CNC machine tool: modeling and using strategy
What are challenges of a 'Digital Twin'?;faults or deviations that have occurred;0.4799;AHYNI9D7;DT-II:Digital twin enhanced Industrial Internet reference framework towards smart manufacturing
What are challenges of a 'Digital Twin'?;sustainability-based lifecycle management for railway turnout systems;0.4794;Q6ITVP67;Digital twin aided sustainability-based lifecycle management for railway turnout systems
What are challenges of a 'Digital Twin'?;proper design and adaptability;0.4759;PC6HFS52;Digital Twin for rotating machinery fault diagnosis in smart manufacturing
What are challenges of a 'Digital Twin'?;the functions of the digital twin have to be established first;0.4751;47HCBX3G;THE DIGITAL TWIN THEORY - DESIGNING A TEST INFRASTRUCTURE USING SYSML
What are challenges of a 'Digital Twin'?;objects with low legal protection and information safety level;0.4749;WCJYLAE9;Industry Practices of Digital Twin Technology Application in the Russian Federation
What are challenges of a 'Digital Twin'?;material properties and some manufacturing processes such as casting and metal forming;0.4748;VI9RUZQF;Work in Progress: Enable Digital Thread and Digital Twin Learning Envi-ronment for Cybermanufacturing Education
What are challenges of a 'Digital Twin'?;adjusting a DHT framework to support authorization and data feeds;0.4746;YH7TUP9C;A Distributed Ledger Approach to Digital Twin Secure Data Sharing
What are challenges of a 'Digital Twin'?;improve the digital level of the intelligent manufacturing unit and the operating efficiency;0.4745;9WPEQNP7;Digital twin process and simulation operation control technology for intelligent manufacturing unit
What are challenges of a 'Digital Twin'?;real-time data to support urban decision making and communication;0.4727;H3BIDB9V;Living with a Digital Twin: Operational management and engagement using IoT and Mixed Realities at UCL’s Here East Campus on the Queen Elizabeth Olympic Park
What are challenges of a 'Digital Twin'?;Simulation of the electrochemical performance;0.4718;WZYJRKQA;Digital Twin-Driven All-Solid-State Battery: Unraveling the Physical and Electrochemical Behaviors
What are challenges of a 'Digital Twin'?;complex business systems;0.4709;JTTF536F;An actor based simulation driven digital twin for analyzing complex business systems
What are challenges of a 'Digital Twin'?;the control and surveillance of road infrastructure;0.4701;IUXQIB7Z;Mobile Mapping, Machine Learning and Digital Twin for Road Infrastructure Monitoring and Maintenance: Case Study of Mohammed VI Bridge in Morocco
What are challenges of a 'Digital Twin'?;providing access to the information they need to improve their processes and make business decisions;0.4698;BPGK8V7N;A review on simulation in digital twin for aerospace, manufacturing and robotics
What are challenges of a 'Digital Twin'?;to estimate the product quality;0.469;BIEZJBS7;Information model and software architecture for the implementation of the digital twin of the turbine rotor
What are challenges of a 'Digital Twin'?;troubleshooting and re-planning;0.4657;ENJKGA7Y;Digital twin-enabled reconfigurable modeling for smart manufacturing systems
What are challenges of a 'Digital Twin'?;reduction of experimental effort required to design and optimise the manufacturing process;0.4653;HY25QL67;Digital Twin of the Polyurethane Rotational Moulding Process
What are challenges of a 'Digital Twin'?;interconnection of industrial devices and the establishment of new business models;0.4631;U7WBW5U5;Using Digital Twin Data for the Attribute-Based Usage Control of Value-Added Networks
What are challenges of a 'Digital Twin'?;can start driving control and management systems of enterprises in the nearest future;0.4626;ME9TNIRV;Digital Twin based synchronised control and simulation of the industrial robotic cell using Virtual Reality
What are challenges of a 'Digital Twin'?;the need for a lot of manual operations;0.4625;EXHN7WBM;Dynamic Analysis of Digital Twin System Based on Five-Dimensional Model
What are challenges of a 'Digital Twin'?;improve the competitiveness and productivity;0.4622;8PUA6WJ3;Digital Twin Applications: A Review
What are challenges of a 'Digital Twin'?;flaws and defects;0.4606;K9KXD777;Multiphysics Stimulated Simulation Digital Twin Methods for Fleet Management
What are challenges of a 'Digital Twin'?;to adjust the physical world mainly through controlling the operations with feedback;0.4602;QWUU4FTG;Enabling technologies and tools for digital twin
What are challenges of a 'Digital Twin'?;the collectedRUL during their operations;0.4601;VQAINFPT;The use of Digital Twin for predictive maintenance in manufacturing
What are challenges of a 'Digital Twin'?;interoperability and accessibility;0.4595;2C997CVV;Digital Twin-driven smart manufacturing: Connotation, reference model, applications and research issues
What are challenges of a 'Digital Twin'?;adaptation of the calculation units;0.4574;EVSAD75U;IoT-based Mine Ventilation Control System Architecture with Digital Twin
What are challenges of a 'Digital Twin'?;complexities;0.4551;EKCD2XRQ;Development of the simulation model for Digital Twin applications in historical masonry buildings: The integration between numerical and experimental reality
What are challenges of a 'Digital Twin'?;to digitally emulate real behavior;0.4549;SBUJVDXA;Intelligent control of an assembly station by integration of a digital twin for employees into the decentralized control system
What are challenges of a 'Digital Twin'?;dynamic nature of the process and the large uncertainty;0.4521;3WUNFM3Z;Digital twin of nuclear waste management facilities
What are challenges of a 'Digital Twin'?;simple problems that allowed comparison with analytical calculations;0.451;HYCEK9Q3;Demonstration of an Airframe Digital Twin Framework Using a CF-188 Full-Scale Component Test
What are challenges of a 'Digital Twin'?;logistics (trucks, trains), factory, production, warehouse or buildings;0.4477;4X3L8S3G;Digital Twin of manufacturing systems: a case study on increasing the efficiency of reconfiguration
What are challenges of a 'Digital Twin'?;this problem does not affect the quality of the final results;0.4469;ZFDVBFFN;Data-driven ship digital twin for estimating the speed loss caused by the marine fouling
What are challenges of a 'Digital Twin'?;root cause analysis and product quality monitoring;0.4465;DLG9LDRA;A Digital Twin-Driven Approach for On-line Controlling Quality of Marine Diesel Engine Critical Parts
What are challenges of a 'Digital Twin'?;real-time monitoring, optimization simulation, and intelligent forecasting;0.4465;VFEWZHFY;Information modeling for cyber-physical production system based on digital twin and AutomationML
What are challenges of a 'Digital Twin'?;complexity in product documentation;0.4441;9TM9BNH3;TOWARDS A DIGITAL TWIN: HOW THE BLOCKCHAIN CAN FOSTER E/E-TRACEABILITY IN CONSIDERATION OF MODEL-BASED SYSTEMS ENGINEERING
What are challenges of a 'Digital Twin'?;involved in all activities that imply theirphysical twins;0.4409;WXF2EU87;Embedded Digital Twin for ARTI-Type Control of Semi-continuous Production Processes
What are challenges of a 'Digital Twin'?;enhancing transparency and revealing potentials for optimization measures in production systems;0.4392;FRKXV593;The Digital Twin: Demonstrating the Potential of Real Time Data Acquisition in Production Systems
What are challenges of a 'Digital Twin'?;minimal developments costs;0.4391;237467Q3;'MIRROR, MIRROR, ON THE WALL’: ROBOTIC PROCESS AUTOMATION IN THE PUBLIC SECTOR USING A DIGITAL TWIN
What are challenges of a 'Digital Twin'?;creation of new branches and schools of thought and the extent of creative burn;0.4389;4Z22RRYV;Digital Twin of a Research Organization: Approaches and Methods
What are challenges of a 'Digital Twin'?;magnetic flux density and field lines;0.4385;VH5W8XBL;Insights into Digital Twin Based on Finite Element Simulation of a Large Hydro Generator
What are challenges of a 'Digital Twin'?;it is crucial for companies to continuously adapt and improve their product development processes;0.437;4ZU54FDA;WHAT IS A DIGITAL TWIN? – DEFINITIONS AND INSIGHTS FROM AN INDUSTRIAL CASE STUDY IN TECHNICAL PRODUCT DEVELOPMENT
What are challenges of a 'Digital Twin'?;the introduction of aerospace vehicles to health maintenance;0.4363;MSXN996B;Monitoring and Warning for Digital Twin-driven Mountain Geological Disaster
What are challenges of a 'Digital Twin'?;continuous monitoring of carotid stenosis/stroke potential may take place;0.435;HL9QWGCY;A semi-active human digital twin model for detecting severity of carotid stenoses from head vibration—A coupled computational mechanics and computer vision method
What are challenges of a 'Digital Twin'?;privacy anomalies;0.4347;QASDYEUH;A Digital Twin-based Privacy Enhancement Mechanism for the Automotive Industry
What are challenges of a 'Digital Twin'?;several systematic errors;0.4343;232YHQTK;Using an Advanced Digital Twin to Improve Downhole Pressure Control
What are challenges of a 'Digital Twin'?;must have a hierarchical structure;0.4337;PBG5C45P;Hierarchy of Human Operator Models for Digital Twin
What are challenges of a 'Digital Twin'?;distributed energy sources;0.4336;QJTM9ZS7;DIGITAL TWIN OF DISTRIBUTED ENERGY DEVICES
What are challenges of a 'Digital Twin'?;all processes, resources, products were recorded and transferred in a digital model;0.4332;TWVQQD4V;Simulation-ready digital twin for realtime management of logistics systems
What are challenges of a 'Digital Twin'?;fatigue and structural durability;0.4331;5M59LGLP;Description of the cyclic material behaviour of aluminium wrought alloys as basis for a digital twin
What are challenges of a 'Digital Twin'?;they are compliant with the AEC industry;0.4318;QQUDTGVI;SPHERE: BIM Digital Twin Platform
What are challenges of a 'Digital Twin'?;problems that might have occurred;0.4315;XXAPFNNH;Modeling and implementation of a digital twin of material flows based on physics simulation
What are challenges of a 'Digital Twin'?;weather limits, vessels capacity;0.4311;TD6NLD6T;Digital Twin - Engineering with the Human Factor in the Loop
What are challenges of a 'Digital Twin'?;timeliness and delivery of increasingly powerful simulation applications;0.4299;V49EJGT6;The Digital Twin Throughout the SE Lifecycle
What are challenges of a 'Digital Twin'?;maintaining data partitioning and IP security throughout the manufacturing ecosystem;0.4267;G3Z4W38B;A Requirements Driven Digital Twin Framework: Specification and Opportunities
What are challenges of a 'Digital Twin'?;different failure modes are linked;0.4258;8P92A73S;Integrating Virtual Reality and Digital Twin in Circular Economy Practices: A Laboratory Application Case
What are challenges of a 'Digital Twin'?;to exploit them by mining to improve decisions;0.4256;EHCF9WXV;A knowledge-based Digital Shadow for machining industry in a Digital Twin perspective
What are challenges of a 'Digital Twin'?;low levels of efficiency, intelligence, and sustainability;0.4231;AHTN5Z8E;Machine Learning based Digital Twin Framework for Production Optimization in Petrochemical Industry
What are challenges of a 'Digital Twin'?;Different faults;0.421;YSS5AWTE;IEEE 1451 Smart Sensor Digital Twin Federation for IoT/CPS Research
What are challenges of a 'Digital Twin'?;comfort and entertainment issues;0.4209;NXY52MEZ;Systems engineering and digital twin: a vision for the future of cruise ships design, production and operations
What are challenges of a 'Digital Twin'?;probabilistic damage tolerance;0.4192;TXG4L9CU;An Ultrafast Crack Growth Lifing Model to Support Digital Twin, Virtual Testing, and Probabilistic Damage Tolerance Applications
What are challenges of a 'Digital Twin'?;directions and limitations;0.4184;PJXS2L8F;Creating a Digital Twin to the Online Promotion Process for Small Businesses
What are challenges of a 'Digital Twin'?;increased accuracy;0.4168;2L8RCFHN;A method for identification and sequence optimisation of geometry spot welds in a digital twin context
What are challenges of a 'Digital Twin'?;an underlying support tool is required to express the semantic implications;0.4165;KJU852R4;Digital Twin for Everything: Some Pilot Studies
What are challenges of a 'Digital Twin'?;increase the data traceability and perform optimization with a minimum number of physical tests;0.4156;87DPTMGH;Implementation of “Digital Twin” Concept for Modern Project-Based Engineering Education
What are challenges of a 'Digital Twin'?;Monitor geometric and plastic deformation;0.411;BNS43SCZ;A Review of the Roles of Digital Twin in CPS-based Production Systems
What are challenges of a 'Digital Twin'?;to retain the class structure;0.4109;4WNWEI32;Automated Generation of a Digital Twin Using Scan and Object Detection for Data Acquisition
What are challenges of a 'Digital Twin'?;includes all the ship's information;0.4098;LU7IQSF6;"The ""Digital twin"". Digitization process from the point of view of a classification society"
What are challenges of a 'Digital Twin'?;impacts, fatigue and deterioration processes;0.4091;J6ANRZYH;Monitoring and Inspection Techniques Supporting a Digital Twin Concept in Civil Engineering
What are challenges of a 'Digital Twin'?;design and analyze a complex DMS;0.4079;E7XVMW7J;How to model and implement connections between physical and virtual models for digital twin application
What are challenges of a 'Digital Twin'?;realistic behaviour of the bridges as well as future performance;0.4079;8N5N3QAK;Digital Twin Models for Maintenance of Cable-Supported Bridges
What are challenges of a 'Digital Twin'?;blood pressure and flow variations;0.4067;GZ546E6H;Synthetic PPG generation from haemodynamic model with baroreflex autoregulation: a Digital twin of cardiovascular system
What are challenges of a 'Digital Twin'?;improve equipment maintenance;0.4065;ADELY84F;Research on Application of Digital Twin in Simulation of Equipment Maintenance Support
What are challenges of a 'Digital Twin'?;improving system maintenance over time based on system operation and maintenance history;0.406;ZUM783ZD;Leveraging Digital Twin Technology in Model-Based Systems Engineering
What are challenges of a 'Digital Twin'?;rapid qualification of 3D printed metallic components;0.4058;XMYWD2MT;A digital twin for rapid qualification of 3D printed metallic components
What are challenges of a 'Digital Twin'?;conceptual design that includes graphical elements to create 3D models;0.4055;V47FU86Z;Fault injection in Digital Twin as a means to test the response to process faults at virtual commissioning
What are challenges of a 'Digital Twin'?;How to handle transfer of this digital data and documents to the operator;0.4046;2CPJBRJ9;Developing a Digital Twin: The Roadmap for Oil and Gas Optimization
What are challenges of a 'Digital Twin'?;better product quality and increased safety;0.4022;KT6KZGBB;Digital Twin for Cybersecurity Incident Prediction: A Multivocal Literature Review
What are challenges of a 'Digital Twin'?;requiring substantially more compute time and output storage;0.3999;E2ML8BZS;Petascale Cloud Supercomputing for Terapixel Visualization of a Digital Twin
What are challenges of a 'Digital Twin'?;calculates the moving resistance along the belt from the current operating conditions;0.3976;GKPXJQLQ;Digital twin based method to monitor and optimize belt conveyor maintenance and operation
What are challenges of a 'Digital Twin'?;characterization/measurement methods within the real world;0.3973;4LETZIL7;Measurement methods to build up the digital optical twin
What are challenges of a 'Digital Twin'?;virtual representations of physical objects and they can be connected with their physical counterparts;0.3961;TU9MYDMI;Dimensions of Digital Twin Applications - A Literature Review
What are challenges of a 'Digital Twin'?;low ability of quality analysis and decision-making;0.3957;A7H3IIXR;A Digital Twin-Based Approach for Quality Control and Optimization of Complex Product Assembly
What are challenges of a 'Digital Twin'?;stores some historical manufacturing deviation data of the countersink depth;0.3933;7CKSDN5C;Tolerance Allocation With Simulation-Based Digital Twin for CFRP-Metal Countersunk Bolt Joint
What are challenges of a 'Digital Twin'?;important factors for offshore assets are top-side mass and damping;0.3929;KBT8PDJL;True Fatigue Life Calculation Using Digital Twin Concept and Operational Modal Analysis
What are challenges of a 'Digital Twin'?;eliminate the error range of the sensors;0.3925;ZWGQEVIZ;Digital Twin: Vision, Benefits, Boundaries, and Creation for Buildings
What are challenges of a 'Digital Twin'?;identify the presence, location and severity of damaged regions;0.392;RCDXA796;Digital twin, physics-based model, and machine learning applied to damage detection in structures
